"","name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","prob","stratum","psu","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","prtvede1","prtvede2","contplt","wrkprty","wrkorg","badge","sgnptit","pbldmn","bctprd","pstplonl","clsprty","prtclede","prtdgcl","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","imsmetn","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdnm","rlgdnade","rlgblge","rlgdnme","rlgdeade","rlgdgr","rlgatnd","pray","dscrgrp","dscrrce","dscrntn","dscrrlg","dscrlng","dscretn","dscrage","dscrgnd","dscrsex","dscrdsb","dscroth","dscrdk","dscrref","dscrnap","dscrna","ctzcntr","ctzshipd","brncntr","cntbrthd","livecnta","lnghom1","lnghom2","blgetmg","facntr","fbrncntc","mocntr","mbrncntc","admdw","vteurmmb","evpdemp","pdempyr","lvpntyr","evlvptn","lvptnyr","evmar","maryr","bthcld","nbthcld","fcldbrn","ycldbyr","ngchld","ygcdbyr","ggchld","admge","ageadlt","agemage","ageoage","iaglptn","iagmr","iagpnt","iagrtr","tygledu","tyglvp","tygmr","tygpnt","tygrtr","tolvpnt","tochld","towkht","anvcld","alvgptn","acldnmr","aftjbyc","advcyc","plnftr","hhmmb","gndr","gndr2","gndr3","gndr4","gndr5","gndr6","gndr7","gndr8","gndr9","yrbrn","agea","yrbrn2","yrbrn3","yrbrn4","yrbrn5","yrbrn6","yrbrn7","yrbrn8","yrbrn9","rshipa2","rshipa3","rshipa4","rshipa5","rshipa6","rshipa7","rshipa8","rshipa9","rshpsts","lvgptnea","dvrcdeva","marsts","maritalb","chldhhe","domicil","eisced","edulvlb","edubde1","eduade2","eduade3","eduyrs","pdwrk","edctn","uempla","uempli","dsbld","rtrd","cmsrv","hswrk","dngoth","dngref","dngdk","dngna","mainact","mnactic","crpdwk","pdjobev","pdjobyr","emplrel","emplno","wrkctra","estsz","jbspv","njbspv","wkdcorga","iorgact","wkhct","icwhct","wkhtot","nacer2","tporgwk","isco08","wrkac6m","uemp3m","uemp12m","uemp5yr","mbtru","hincsrca","hinctnta","hincfel","iincsrc","eiscedp","edulvlpb","edupbde1","edupade2","edupade3","pdwrkp","edctnp","uemplap","uemplip","dsbldp","rtrdp","cmsrvp","hswrkp","dngothp","dngdkp","dngnapp","dngrefp","dngnap","mnactp","crpdwkp","isco08p","emprelp","wkhtotp","eiscedf","edulvlfb","edufbde1","edufade2","edufade3","emprf14","occf14b","eiscedm","edulvlmb","edumbde1","edumade2","edumade3","emprm14","occm14b","atncrse","anctry1","anctry2","region","regunit","frprtpl","gvintcz","poltran","ifredu","ifrjob","evfredu","evfrjob","fvgabc","infqbst","grspnum","grsplet","netinum","netilet","grspfr","netifr","frlgrsp","frlneti","occinfr","topinfr","btminfr","wltdffr","recskil","recexp","recknow","recimg","recgndr","sofrdst","sofrwrk","sofrpr","sofrprv","ppldsrv","jstprev","pcmpinj","ipcrtiv","imprich","ipeqopt","ipshabt","impsafe","impdiff","ipfrule","ipudrst","ipmodst","ipgdtim","impfree","iphlppl","ipsuces","ipstrgv","ipadvnt","ipbhprp","iprspot","iplylfr","impenv","imptrad","impfun","inwdds","inwmms","inwyys","inwshh","inwsmm","inwdde","inwmme","inwyye","inwehh","inwemm","inwtm"
"712","ESS9e03_1",9,3.1,"17.02.2021",20918,"DE",0.99946624,0.77993757,3.037345,2.3689394,0.00012220745,339,5863,30,5,540,7,8,7,2,4,2,3,3,8,9,8,7,7,8,8,1,1,4,1,2,2,2,2,2,2,2,1,1,2,6,6,8,7,7,7,8,2,1,5,3,8,1,2,2,7,8,7,7,5,6,3,2,1,3,1,7,8,2,66,6666,1,1,1,3,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"6666",2,"FR",1995,"FRE","GER",2,2,"FR",2,"FR",2,1,1,1983,1983,1,1986,1,1985,1,3,1990,2000,0,6666,6,2,20,50,0,25,0,30,0,16,20,20,20,0,25,50,0,3,3,3,3,3,4,2,2,2,6,6,6,6,6,6,6,1961,58,2000,6666,6666,6666,6666,6666,6666,6666,2,66,66,66,66,66,66,66,66,2,1,4,4,6,2,7,720,6,7,0,16,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,3,2,66666,7,2,38,1,42,46,4,2433,2,2,6,6,3,1,6,1,1,66,6666,6666,6666,6666,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,7,800,6,9,0,1,2,7,800,6,9,0,1,1,2,11050,555555,"DE7",1,5,4,4,8,7,4,4,1,2,4600,66,2880,66,0,-2,666666666,3500,8,0,-2,3,4,4,2,3,3,3,2,1,5,2,3,2,3,5,2,4,3,3,4,2,3,3,2,3,3,3,4,3,4,2,3,4,4,25,1,2019,14,9,25,1,2019,16,20,131
"713","ESS9e03_1",9,3.1,"17.02.2021",20951,"DE",0.99946624,0.9954758,3.037345,3.0236034,0.00012220745,314,5812,10,5,30,0,5,2,3,2,1,3,2,3,4,7,2,2,3,6,1,6,1,2,2,2,2,1,2,1,2,2,66,6,5,6,3,3,3,6,7,2,1,5,1,4,1,2,2,7,8,7,9,5,2,2,2,3,3,3,5,5,2,66,6666,2,66,6666,0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"6666",1,"6666",6666,"GER","000",2,1,"6666",1,"6666",3,2,1,1998,2003,1,2013,1,2008,1,2,2008,2016,66,6666,6,2,20,30,45,25,25,25,60,18,20,18,16,40,30,40,60,3,3,3,4,3,1,4,1,2,2,1,6,6,6,6,6,1982,36,1982,2008,2016,6666,6666,6666,6666,6666,1,2,2,66,66,66,66,66,1,1,2,66,1,6,3,3,322,3,0,6,12,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,2,1,3,6,7,38,1,38,43,4,7411,2,2,6,6,3,1,5,2,1,5,520,4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,2342,1,32,3,322,3,0,6,1,6,3,322,4,0,6,3,66,2,11070,555555,"DE9",1,3,3,3,8,10,9,8,1,2,2300,66,1500,66,-3,-2,3200,2100,-1,3,-3,0,3,4,4,3,2,2,2,1,3,2,3,3,4,5,2,4,2,2,5,1,1,3,1,1,2,4,2,2,3,1,2,1,2,3,10,2018,11,23,3,10,2018,12,17,54
"714","ESS9e03_1",9,3.1,"17.02.2021",21012,"DE",0.99946624,0.744445,3.037345,2.2611363,0.00012220745,335,5854,90,5,180,5,4,4,2,3,3,4,5,5,7,8,4,3,5,7,1,4,4,1,2,2,2,1,2,1,2,2,66,6,5,8,8,2,4,3,6,1,1,5,1,9,2,2,2,7,8,7,10,6,4,3,2,2,2,3,7,7,2,66,6666,1,2,291,4,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"6666",2,"KZ",1993,"GER","ENG",2,2,"KZ",2,"KZ",3,1,1,2012,2007,1,2011,1,2013,2,66,6666,6666,66,6666,6,2,23,40,65,25,27,28,60,14,20,20,20,40,30,45,60,3,3,3,3,3,3,2,2,1,6,6,6,6,6,6,6,1987,31,1987,6666,6666,6666,6666,6666,6666,6666,1,66,66,66,66,66,66,66,1,2,2,66,1,2,3,7,720,6,7,12,18,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,3,1,2,8,0,27,1,45,85,2,2330,2,2,6,6,3,1,8,1,1,7,720,6,7,11,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,2320,1,50,7,720,5,8,10,1,8,7,720,5,8,3,1,5,1,15110,11070,"DEF",1,4,3,2,7,8,7,6,1,2,3800,66,3300,66,-1,0,4200,666666666,-2,1,-4,2,4,4,4,3,2,2,2,2,4,2,2,2,2,5,1,3,2,2,2,2,2,1,2,1,3,1,5,3,2,1,1,2,3,7,11,2018,17,11,7,11,2018,18,4,53
"715","ESS9e03_1",9,3.1,"17.02.2021",21093,"DE",0.99946624,0.77601683,3.037345,2.3570306,0.00012220745,318,5820,90,5,240,3,5,5,2,3,4,4,5,8,6,8,4,4,8,6,1,1,5,2,2,2,2,1,2,2,2,1,5,2,6,8,10,8,10,2,4,4,1,5,2,10,2,2,2,8,6,5,8,4,4,2,2,1,1,3,9,9,2,66,6666,1,2,2,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"6666",1,"6666",6666,"GER","ENG",2,1,"6666",1,"6666",2,1,1,1995,2000,1,2008,1,2013,1,1,2013,6666,66,6666,6,1,18,40,60,22,28,28,60,16,21,27,27,59,22,45,888,3,3,3,3,3,2,3,1,2,1,6,6,6,6,6,6,1978,41,1974,2013,6666,6666,6666,6666,6666,6666,1,2,66,66,66,66,66,66,1,1,2,66,1,6,1,7,720,6,8,0,19,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,5,1,7,8,8,666,2,50,24,4,2000,1,2,6,6,3,1,10,1,1,6,610,6,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,2431,2,20,3,321,3,0,8,1,5,6,610,6,5,6,3,66,1,11070,555555,"DEA",1,4,4,3,10,10,8,8,1,3,135000,66,888888888,10,0,0,666666666,666666666,0,0,-2,2,4,4,4,3,3,5,1,5,4,2,3,4,3,6,2,2,2,5,4,2,1,5,1,2,2,5,5,5,5,1,1,2,4,21,2,2019,20,11,21,2,2019,21,27,76
"716","ESS9e03_1",9,3.1,"17.02.2021",21177,"DE",0.99946624,0.94924486,3.037345,2.883184,0.00012220745,283,5752,60,5,180,3,3,4,1,2,4,3,4,2,7,6,0,1,3,0,3,66,66,2,1,2,2,2,1,2,1,1,9,2,3,7,8,4,5,0,6,2,2,5,2,5,2,2,2,10,4,6,8,4,4,2,2,1,2,3,2,3,2,66,6666,1,3,3,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"6666",1,"6666",6666,"GER","RUS",2,2,"RU",2,"KZ",3,1,1,2018,0,2,6666,2,6666,2,66,6666,6666,66,6666,6,2,0,0,0,22,0,0,0,14,18,17,18,59,25,40,60,4,4,3,4,3,5,3,1,1,1,6,6,6,6,6,6,2002,16,8888,1999,6666,6666,6666,6666,6666,6666,3,4,66,66,66,66,66,66,66,2,2,6,6,2,4,2,212,3,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,3,2,66666,4,0,36,1,36,25,4,7214,2,2,6,6,3,1,88,1,1,66,6666,6666,6666,6666,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,2,213,4,0,8888,1,6,2,213,4,0,8888,1,6,2,11070,15110,"DE2",1,3,2,1,7,8,7,7,1,2,620,66,440,66,0,-1,666666666,500,0,8,8,-2,3,2,1,2,2,2,2,2,4,2,3,2,3,4,2,3,3,4,3,3,3,2,2,3,4,1,4,5,4,2,2,4,1,8,9,2018,15,17,8,9,2018,16,30,73
"717","ESS9e03_1",9,3.1,"17.02.2021",21265,"DE",0.99946624,0.9847162,3.037345,2.9909227,0.00012220745,284,5755,60,5,360,3,3,5,2,3,4,3,4,8,9,7,4,4,6,2,3,66,66,2,2,2,2,1,2,1,1,2,66,6,7,9,7,3,5,8,9,4,1,5,2,8,2,2,2,9,6,5,9,7,4,3,2,2,1,3,10,8,2,66,6666,2,66,6666,4,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"6666",1,"6666",6666,"GER","000",2,1,"6666",1,"6666",1,1,2,6666,0,2,6666,2,6666,2,66,6666,6666,66,6666,6,1,22,40,60,18,30,30,67,14,17,20,20,50,30,888,60,3,3,2,4,2,7,4,1,2,1,1,6,6,6,6,6,2000,18,1965,1969,1998,6666,6666,6666,6666,6666,3,3,4,66,66,66,66,66,66,2,2,6,6,2,3,4,313,6,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,66,2,2,2,6666,6,66666,6,6,6,66666,66,66,666,6,666,666,66,66666,6,2,6,6,3,1,88,1,9,66,6666,6666,6666,6666,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,7,800,6,9,12,1,2,6,620,6,4,0,1,1,2,11078,11070,"DE2",1,3,2,2,10,8,5,5,6,6,666666666,66,666666666,66,6,6,666666666,666666666,6,-2,3,2,4,3,2,2,3,4,2,2,3,3,3,4,4,3,2,2,4,4,5,1,3,2,1,3,2,1,5,5,4,1,1,5,3,13,9,2018,17,34,13,9,2018,18,39,65
"718","ESS9e03_1",9,3.1,"17.02.2021",21302,"DE",0.99946624,0.9078223,3.037345,2.7573695,0.00012220745,275,5737,60,5,510,8,8,6,2,2,3,2,3,7,7,5,3,6,7,1,1,4,4,2,2,2,2,2,2,1,2,2,66,6,3,9,9,4,5,4,6,1,1,5,1,9,1,1,1,9,9,9,8,5,4,2,2,2,3,2,5,7,2,66,6666,1,2,2,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"6666",1,"6666",6666,"GER","000",2,1,"6666",1,"6666",2,1,1,2006,2007,1,2007,1,2013,2,66,6666,6666,66,6666,6,1,16,45,60,24,28,30,60,16,17,25,25,35,27,50,67,3,3,3,2,2,4,2,1,2,6,6,6,6,6,6,6,1983,35,1983,6666,6666,6666,6666,6666,6666,6666,1,66,66,66,66,66,66,66,1,1,2,66,1,2,2,6,610,5,5,0,16,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,4,1,2,9,6,40,1,40,62,4,2431,2,2,6,6,3,1,9,1,1,5,422,5,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,3510,1,40,3,322,4,0,7,1,4,3,322,4,0,7,1,3,2,11070,11078,"DE1",1,3,3,2,10,10,6,5,1,2,4000,66,2400,66,1,1,3800,2300,0,2,-4,3,3,2,4,4,3,1,2,2,4,3,2,2,5,5,1,5,4,5,5,1,1,3,2,1,5,4,5,2,6,2,1,5,4,17,12,2018,18,34,17,12,2018,19,35,61
"719","ESS9e03_1",9,3.1,"17.02.2021",21323,"DE",0.99946624,0.9954758,3.037345,3.0236034,0.00012220745,296,5787,20,5,120,5,7,7,2,3,1,2,3,5,5,9,5,5,5,5,1,2,4,2,2,2,2,2,2,2,2,2,66,6,5,10,8,5,8,4,2,1,1,5,1,5,1,1,1,8,4,5,10,5,4,3,2,2,2,3,7,7,2,66,6666,2,66,6666,0,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"6666",1,"6666",6666,"GER","000",2,1,"6666",1,"6666",2,1,1,1987,1990,1,1998,1,2000,1,2,2000,2003,0,6666,6,1,15,40,65,30,30,30,30,17,17,17,25,25,28,45,65,3,4,3,2,3,7,4,1,2,2,2,6,6,6,6,6,1970,48,1970,2000,2003,6666,6666,6666,6666,6666,1,2,2,66,66,66,66,66,1,1,2,66,1,6,3,3,322,3,0,6,12,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,5,2,66666,7,5,35,1,35,29,4,7412,2,2,6,6,1,1,4,2,1,3,322,4,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,66,2,66666,6,666,3,322,3,0,7,1,4,3,322,3,0,7,1,4,2,11070,555555,"DE9",1,3,3,3,5,5,5,5,1,2,3000,66,2200,66,0,-1,666666666,2500,-1,-2,-2,-2,3,3,3,3,1,3,1,1,3,2,1,2,2,5,2,5,2,2,2,2,4,2,3,1,3,2,5,3,3,3,2,5,3,2,10,2018,10,3,2,10,2018,10,45,42
"720","ESS9e03_1",9,3.1,"17.02.2021",21325,"DE",0.99946624,1.1190791,3.037345,3.3990293,0.00012220745,284,5755,300,5,180,3,3,4,2,3,2,2,3,4,2,2,0,4,6,88,3,66,66,2,2,1,2,2,2,1,2,2,66,6,5,5,5,5,8,5,7,3,1,5,2,10,1,1,2,8,8,5,8,5,5,3,2,2,1,3,5,8,2,66,6666,2,66,6666,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,"RO",2,"RO",1990,"GER","ENG",2,2,"RO",2,"RO",2,1,2,6666,1990,1,1993,2,6666,2,66,6666,6666,66,6666,6,2,30,50,80,0,25,28,55,18,20,20,20,40,22,50,888,2,4,4,2,2,8,4,1,2,1,1,6,6,6,6,6,1971,47,1969,1992,2004,6666,6666,6666,6666,6666,1,2,2,66,66,66,66,66,3,6,2,6,6,6,4,4,313,6,0,5555,12,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,2,0,6,1,2,66666,10,10,70,1,70,90,5,2651,2,2,6,6,3,2,4,3,2,3,322,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,3412,1,20,7,800,6,9,12,1,1,7,720,6,8,12,1,1,2,14090,555555,"DE2",1,3,3,3,88,3,8,8,1,3,6600,66,6600,66,2,2,50000,35000,8,0,-2,2,8,8,8,8,8,2,2,2,4,5,5,2,1,6,1,1,3,2,5,2,4,5,1,2,5,5,3,4,5,1,1,6,4,18,11,2018,17,17,18,11,2018,19,14,117
"721","ESS9e03_1",9,3.1,"17.02.2021",21361,"DE",0.99946624,2.6125963,3.037345,7.9353557,0.00012220745,287,5759,20,5,60,2,7,3,4,1,1,1,1,1,0,1,0,0,0,0,2,66,66,1,2,2,2,2,2,2,2,1,2,3,1,0,1,1,5,7,8,2,2,4,2,88,4,4,4,0,6,3,0,6,3,3,2,3,3,2,10,1,2,66,6666,1,1,1,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"6666",1,"6666",6666,"GER","000",2,1,"6666",1,"6666",1,88,1,1995,1996,2,6666,2,6666,1,2,1997,2002,0,6666,6,1,888,28,888,20,888,20,0,15,15,888,15,888,20,50,888,4,4,4,3,4,10,1,2,6,6,6,6,6,6,6,6,1976,42,6666,6666,6666,6666,6666,6666,6666,6666,66,66,66,66,66,66,66,66,66,1,2,6,6,2,1,1,113,2,0,0,10,1,0,0,1,0,0,0,0,0,0,0,0,4,4,6,6,6666,7,66666,2,7,2,66666,77,77,4,1,4,56,4,9412,2,1,1,1,3,5,3,4,66,66,6666,6666,6666,6666,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,2,212,3,0,0,1,8,2,212,3,0,0,1,8,2,11070,555555,"DE2",1,1,1,1,0,3,1,1,3,2,666666666,66,383,66,6,-3,666666666,500,3,-4,-4,-4,3,2,2,3,3,1,1,2,4,4,4,4,5,5,2,5,2,5,5,5,2,5,5,2,6,8,5,2,5,1,2,5,5,5,10,2018,17,54,5,10,2018,18,54,60
"722","ESS9e03_1",9,3.1,"17.02.2021",21368,"DE",0.99946624,0.87595314,3.037345,2.6605718,0.00012220745,316,5817,180,5,360,3,3,0,3,1,1,1,2,5,2,5,2,2,2,0,2,66,66,2,2,2,2,2,2,2,2,2,66,6,5,3,10,0,0,0,3,1,1,5,1,5,3,3,4,10,3,5,4,5,2,2,2,3,3,2,5,0,2,66,6666,2,66,6666,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"6666",1,"6666",6666,"GER","000",2,1,"6666",1,"6666",1,1,1,2007,2008,1,2011,1,2011,1,2,2011,2014,66,6666,6,1,19,26,30,20,25,23,60,16,18,18,16,30,25,40,65,4,4,3,3,3,2,4,1,2,1,2,6,6,6,6,6,1988,30,1991,2011,2014,6666,6666,6666,6666,6666,1,2,2,66,66,66,66,66,1,2,2,66,1,6,4,3,322,4,0,6,14,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,3,1,2,8,5,40,1,50,43,4,7121,2,2,6,6,3,1,6,2,1,3,322,4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,4224,1,13,3,322,8888,0,6,1,7,3,322,8888,0,6,1,6,1,11070,555555,"DE9",1,3,2,2,10,7,10,4,1,2,2725,66,2050,66,-3,-3,3500,2800,-3,4,-4,3,4,4,2,4,2,1,2,2,3,2,3,2,1,2,1,3,3,4,4,2,2,1,2,1,3,2,4,4,6,1,1,2,1,27,10,2018,19,14,27,10,2018,20,27,73
"723","ESS9e03_1",9,3.1,"17.02.2021",21377,"DE",0.99946624,0.6157202,3.037345,1.8701546,0.00012220745,347,5878,60,5,90,8,8,5,2,3,2,3,3,8,8,8,6,7,5,2,1,1,1,2,2,1,2,2,2,1,2,2,66,6,5,8,8,5,7,8,7,3,2,4,4,8,1,2,3,7,7,7,8,4,3,2,1,1,1,3,8,8,2,66,6666,1,2,2,2,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"6666",1,"6666",6666,"GER","ENG",2,1,"6666",1,"6666",3,1,1,1979,1979,1,1988,1,1990,1,2,1993,1999,0,6666,6,1,30,40,60,25,30,32,60,18,22,22,22,59,19,45,65,3,3,3,2,2,2,5,1,2,1,2,2,6,6,6,6,1963,55,1962,1986,1993,1999,6666,6666,6666,6666,1,6,2,2,66,66,66,66,1,1,2,66,1,6,4,6,610,6,5,6,19,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,2,0,6,1,2,66666,8,7,666,2,45,62,4,2512,1,2,6,6,3,2,9,1,2,3,322,4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,5223,1,15,3,322,3,0,6,2,9,3,322,3,0,6,1,9,2,11070,555555,"DE7",1,3,3,3,8,8,6,6,1,3,60000,66,45000,66,0,-1,666666666,50000,0,0,-1,2,4,4,2,2,3,5,1,3,5,3,3,3,2,3,3,5,2,4,2,2,3,2,2,3,4,4,5,2,4,3,3,4,5,1,12,2018,14,44,1,12,2018,15,53,69
"724","ESS9e03_1",9,3.1,"17.02.2021",21380,"DE",0.99946624,1.0794106,3.037345,3.278542,0.00012220745,319,5824,60,5,60,3,4,2,4,1,1,2,5,0,6,10,0,0,0,5,1,5,2,1,2,2,2,1,2,1,1,2,66,6,5,9,8,0,6,0,5,1,3,4,5,4,2,2,4,5,3,0,10,4,3,5,2,3,2,3,9,6,2,66,6666,1,1,1,5,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"6666",1,"6666",6666,"GER","000",2,1,"6666",1,"6666",2,2,1,1958,1963,1,1963,1,1963,1,2,1964,1965,88,8888,9,2,0,30,60,0,0,0,0,0,0,0,25,0,0,45,0,2,3,3,4,2,5,2,1,1,6,6,6,6,6,6,6,1944,74,1944,6666,6666,6666,6666,6666,6666,6666,1,66,66,66,66,66,66,66,1,1,1,66,1,1,2,3,322,3,0,6,11,1,0,0,0,0,1,0,0,0,0,0,0,6,6,6,6,6666,1,66666,1,5,2,66666,10,0,12,1,12,29,4,99999,2,2,6,6,3,4,7,2,4,5,520,6,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,3259,2,60,88,8888,8888,8888,8888,2,4,3,322,3,0,6,1,5,2,11070,555555,"DEA",1,3,2,1,5,5,4,4,2,2,666666666,66,2000,66,6,-3,666666666,3000,-3,-4,-4,-4,3,4,3,2,4,1,1,1,3,3,1,3,2,5,3,5,3,5,3,3,3,4,2,1,5,2,5,3,5,2,2,5,3,11,9,2018,11,58,11,9,2018,13,15,77
"725","ESS9e03_1",9,3.1,"17.02.2021",21429,"DE",0.99946624,1.0864748,3.037345,3.2999985,0.00012220745,326,5837,10,5,275,6,3,6,2,3,3,3,3,9,8,9,4,7,10,10,1,2,5,1,2,2,1,1,2,1,2,2,66,6,4,8,7,4,4,9,8,2,1,5,1,10,1,1,2,8,9,9,9,7,3,4,2,1,1,3,8,10,1,1,1,6,66,6666,6,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"6666",1,"6666",6666,"GER","000",2,1,"6666",1,"6666",2,1,2,6666,0,2,6666,2,6666,2,66,6666,6666,66,6666,6,1,23,45,70,22,28,30,68,22,15,23,24,24,24,58,70,4,3,3,2,2,3,1,1,6,6,6,6,6,6,6,6,1997,22,6666,6666,6666,6666,6666,6666,6666,6666,66,66,66,66,66,66,66,66,66,2,2,6,6,2,3,4,313,6,0,0,16,1,1,0,0,0,0,0,1,0,0,0,0,2,2,6,6,6666,2,0,6,1,2,66666,8,6,25,1,25,999,4,99999,2,2,6,6,3,8,2,1,66,66,6666,6666,6666,6666,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,7,720,6,8,8888,2,1,6,610,6,3,5,2,1,1,11070,555555,"DEA",1,3,3,2,9,10,5,7,6,6,666666666,66,666666666,66,6,6,666666666,666666666,6,0,1,3,4,3,2,2,2,3,2,2,4,3,4,3,1,3,1,4,5,2,5,2,2,1,2,2,2,1,1,2,1,1,1,4,3,13,2,2019,12,2,13,2,2019,14,8,126
"726","ESS9e03_1",9,3.1,"17.02.2021",21430,"DE",0.99946624,1.0683845,3.037345,3.2450523,0.00012220745,310,5804,45,5,60,4,6,5,3,2,1,2,2,4,5,5,2,3,3,3,1,1,1,2,2,2,2,2,2,2,2,2,66,6,5,6,5,4,5,4,6,2,2,5,2,6,1,1,1,6,7,6,7,4,4,3,2,2,2,3,7,7,2,66,6666,2,66,6666,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"6666",1,"6666",6666,"GER","ZXX",2,1,"6666",1,"6666",1,1,1,1974,1984,1,1984,1,1984,1,2,1975,1985,7,1988,2,1,20,40,60,20,25,25,63,18,20,23,19,50,25,35,60,3,3,3,3,3,7,2,2,1,6,6,6,6,6,6,6,1957,61,1948,6666,6666,6666,6666,6666,6666,6666,1,66,66,66,66,66,66,66,1,2,2,66,1,1,3,3,322,4,0,7,12,0,0,0,0,0,1,0,0,0,0,0,0,66,6,1,6,6666,1,66666,1,3,2,66666,5,0,40,1,40,84,1,3300,2,2,6,6,2,4,77,1,4,3,322,4,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,66666,6,666,88,8888,8888,8888,8888,8,88,88,8888,8888,8888,8888,8,88,2,11070,555555,"DEG",1,4,3,2,9,9,4,4,2,2,666666666,66,777777777,77,6,0,666666666,666666666,1,0,-3,0,3,3,3,3,4,2,2,2,4,4,4,4,4,5,2,5,2,4,3,2,2,3,3,3,5,3,6,3,4,1,2,3,5,12,11,2018,9,21,12,11,2018,10,26,65
